1.000,0.498,0.247,0.268,-0.426
0.498,1.000,0.068,0.552,-0.451
0.247,0.068,1.000,-0.139,0.076
0.268,0.552,-0.139,1.000,-0.692
-0.426,-0.451,0.076,-0.692,1.000
