1.000,0.251,0.247,0.350,-0.056
0.251,1.000,0.497,0.265,-0.214
0.247,0.497,1.000,0.424,-0.215
0.350,0.265,0.424,1.000,-0.141
-0.056,-0.214,-0.215,-0.141,1.000
