model,family,ctype,user,beta,trait,base,dpo,delta,t,p,sig
tulu-2-13b,Tulu-2,USER,254495,0.01,N,2.69,2.507,-0.183,-1.142,0.2632,0
tulu-2-13b,Tulu-2,USER,254495,0.1,O,3.64,3.687,0.047,0.169,0.8673,0
tulu-2-13b,Tulu-2,USER,254495,0.1,C,3.61,3.68,0.07,0.279,0.7821,0
tulu-2-13b,Tulu-2,USER,254495,0.1,E,3.03,3.07,0.04,0.322,0.7498,0
tulu-2-13b,Tulu-2,USER,254495,0.1,A,3.723,3.73,0.007,0.034,0.9732,0
tulu-2-13b,Tulu-2,USER,254495,0.1,N,2.69,2.533,-0.157,-0.977,0.3372,0
tulu-2-13b,Tulu-2,USER,254495,0.5,O,3.64,3.607,-0.033,-0.115,0.9091,0
tulu-2-13b,Tulu-2,USER,254495,0.5,C,3.61,3.583,-0.027,-0.103,0.9183,0
tulu-2-13b,Tulu-2,USER,254495,0.5,E,3.03,3.08,0.05,0.41,0.685,0
tulu-2-13b,Tulu-2,USER,254495,0.5,A,3.723,3.69,-0.033,-0.164,0.8706,0
tulu-2-13b,Tulu-2,USER,254495,0.5,N,2.69,2.6,-0.09,-0.602,0.552,0
tulu-2-13b,Tulu-2,USER,257719,0.01,O,3.64,3.82,0.18,0.664,0.5118,0
tulu-2-13b,Tulu-2,USER,257719,0.01,C,3.61,3.777,0.167,0.617,0.5421,0
tulu-2-13b,Tulu-2,USER,257719,0.01,E,3.03,3.26,0.23,1.765,0.0892,0
tulu-2-13b,Tulu-2,USER,257719,0.01,A,3.723,3.93,0.207,0.987,0.3321,0
tulu-2-13b,Tulu-2,USER,257719,0.01,N,2.69,2.52,-0.17,-1.012,0.3208,0
tulu-2-13b,Tulu-2,USER,257719,0.1,O,3.64,3.78,0.14,0.521,0.6067,0
tulu-2-13b,Tulu-2,USER,257719,0.1,C,3.61,3.703,0.093,0.361,0.7205,0
tulu-2-13b,Tulu-2,USER,257719,0.1,E,3.03,3.103,0.073,0.542,0.5929,0
tulu-2-13b,Tulu-2,USER,257719,0.1,A,3.723,3.817,0.093,0.45,0.6558,0
tulu-2-13b,Tulu-2,USER,257719,0.1,N,2.69,2.51,-0.18,-1.178,0.2487,0
tulu-2-13b,Tulu-2,USER,257719,0.5,O,3.64,3.667,0.027,0.095,0.9253,0
tulu-2-13b,Tulu-2,USER,257719,0.5,C,3.61,3.63,0.02,0.079,0.9375,0
tulu-2-13b,Tulu-2,USER,257719,0.5,E,3.03,3.103,0.073,0.564,0.5778,0
tulu-2-13b,Tulu-2,USER,257719,0.5,A,3.723,3.73,0.007,0.032,0.9744,0
tulu-2-13b,Tulu-2,USER,257719,0.5,N,2.69,2.67,-0.02,-0.129,0.8982,0
tulu-2-13b,Tulu-2,USER,265585,0.01,O,3.64,3.693,0.053,0.193,0.8487,0
tulu-2-13b,Tulu-2,USER,265585,0.01,C,3.61,3.617,0.007,0.026,0.9795,0
tulu-2-13b,Tulu-2,USER,265585,0.01,E,3.03,3.14,0.11,0.737,0.4687,0
tulu-2-13b,Tulu-2,USER,265585,0.01,A,3.723,3.767,0.043,0.203,0.8406,0
tulu-2-13b,Tulu-2,USER,265585,0.01,N,2.69,2.5,-0.19,-1.225,0.2308,0
tulu-2-13b,Tulu-2,USER,265585,0.1,O,3.64,3.653,0.013,0.048,0.9618,0
tulu-2-13b,Tulu-2,USER,265585,0.1,C,3.61,3.54,-0.07,-0.267,0.7914,0
tulu-2-13b,Tulu-2,USER,265585,0.1,E,3.03,3.073,0.043,0.344,0.7332,0
tulu-2-13b,Tulu-2,USER,265585,0.1,A,3.723,3.697,-0.027,-0.131,0.8963,0
tulu-2-13b,Tulu-2,USER,265585,0.1,N,2.69,2.537,-0.153,-1.039,0.3077,0
tulu-2-13b,Tulu-2,USER,265585,0.5,O,3.64,3.623,-0.017,-0.06,0.9528,0
tulu-2-13b,Tulu-2,USER,265585,0.5,C,3.61,3.527,-0.083,-0.327,0.7459,0
tulu-2-13b,Tulu-2,USER,265585,0.5,E,3.03,3.04,0.01,0.078,0.938,0
tulu-2-13b,Tulu-2,USER,265585,0.5,A,3.723,3.677,-0.047,-0.232,0.8179,0
tulu-2-13b,Tulu-2,USER,265585,0.5,N,2.69,2.613,-0.077,-0.533,0.5979,0
tulu-2-13b,Tulu-2,USER,267253,0.01,O,3.64,3.81,0.17,0.622,0.5389,0
tulu-2-13b,Tulu-2,USER,267253,0.01,C,3.61,3.91,0.3,1.188,0.2448,0
tulu-2-13b,Tulu-2,USER,267253,0.01,E,3.03,3.37,0.34,2.374,0.0258,1
tulu-2-13b,Tulu-2,USER,267253,0.01,A,3.723,4.083,0.36,1.719,0.0967,0
tulu-2-13b,Tulu-2,USER,267253,0.01,N,2.69,2.367,-0.323,-2.017,0.0536,0
tulu-2-13b,Tulu-2,USER,267253,0.1,O,3.64,3.693,0.053,0.191,0.8498,0
tulu-2-13b,Tulu-2,USER,267253,0.1,C,3.61,3.683,0.073,0.303,0.764,0
tulu-2-13b,Tulu-2,USER,267253,0.1,E,3.03,3.157,0.127,1.049,0.3032,0
tulu-2-13b,Tulu-2,USER,267253,0.1,A,3.723,3.793,0.07,0.363,0.7194,0
tulu-2-13b,Tulu-2,USER,267253,0.1,N,2.69,2.547,-0.143,-0.957,0.3467,0
tulu-2-13b,Tulu-2,USER,267253,0.5,O,3.64,3.557,-0.083,-0.296,0.7698,0
tulu-2-13b,Tulu-2,USER,267253,0.5,C,3.61,3.51,-0.1,-0.385,0.7029,0
tulu-2-13b,Tulu-2,USER,267253,0.5,E,3.03,3.12,0.09,0.688,0.4977,0
tulu-2-13b,Tulu-2,USER,267253,0.5,A,3.723,3.66,-0.063,-0.306,0.7622,0
tulu-2-13b,Tulu-2,USER,267253,0.5,N,2.69,2.6,-0.09,-0.562,0.5789,0
tulu-2-13b,Tulu-2,USER,298112,0.01,O,3.64,3.777,0.137,0.503,0.6192,0
tulu-2-13b,Tulu-2,USER,298112,0.01,C,3.61,3.743,0.133,0.506,0.6166,0
tulu-2-13b,Tulu-2,USER,298112,0.01,E,3.03,3.32,0.29,2.199,0.037,1
tulu-2-13b,Tulu-2,USER,298112,0.01,A,3.723,4.013,0.29,1.282,0.2106,0
tulu-2-13b,Tulu-2,USER,298112,0.01,N,2.69,2.407,-0.283,-1.514,0.143,0
tulu-2-13b,Tulu-2,USER,298112,0.1,O,3.64,3.683,0.043,0.153,0.8797,0
tulu-2-13b,Tulu-2,USER,298112,0.1,C,3.61,3.717,0.107,0.398,0.6935,0
tulu-2-13b,Tulu-2,USER,298112,0.1,E,3.03,3.147,0.117,0.879,0.3877,0
tulu-2-13b,Tulu-2,USER,298112,0.1,A,3.723,3.807,0.083,0.39,0.6998,0
tulu-2-13b,Tulu-2,USER,298112,0.1,N,2.69,2.53,-0.16,-1.016,0.3184,0
tulu-2-13b,Tulu-2,USER,298112,0.5,O,3.64,3.627,-0.013,-0.047,0.9632,0
tulu-2-13b,Tulu-2,USER,298112,0.5,C,3.61,3.597,-0.013,-0.052,0.959,0
tulu-2-13b,Tulu-2,USER,298112,0.5,E,3.03,3.073,0.043,0.353,0.7268,0
tulu-2-13b,Tulu-2,USER,298112,0.5,A,3.723,3.68,-0.043,-0.212,0.8333,0
tulu-2-13b,Tulu-2,USER,298112,0.5,N,2.69,2.623,-0.067,-0.456,0.6516,0
tulu-2-13b,Tulu-2,USER,330683,0.01,O,3.64,3.77,0.13,0.466,0.6445,0
tulu-2-13b,Tulu-2,USER,330683,0.01,C,3.61,3.74,0.13,0.44,0.6638,0
tulu-2-13b,Tulu-2,USER,330683,0.01,E,3.03,3.12,0.09,0.632,0.5334,0
tulu-2-13b,Tulu-2,USER,330683,0.01,A,3.723,3.917,0.193,0.91,0.3705,0
tulu-2-13b,Tulu-2,USER,330683,0.01,N,2.69,2.463,-0.227,-1.403,0.1721,0
tulu-2-13b,Tulu-2,USER,330683,0.1,O,3.64,3.73,0.09,0.337,0.7387,0
tulu-2-13b,Tulu-2,USER,330683,0.1,C,3.61,3.673,0.063,0.241,0.8115,0
tulu-2-13b,Tulu-2,USER,330683,0.1,E,3.03,3.087,0.057,0.415,0.6818,0
tulu-2-13b,Tulu-2,USER,330683,0.1,A,3.723,3.79,0.067,0.334,0.7409,0
tulu-2-13b,Tulu-2,USER,330683,0.1,N,2.69,2.63,-0.06,-0.412,0.6832,0
tulu-2-13b,Tulu-2,USER,330683,0.5,O,3.64,3.62,-0.02,-0.073,0.9422,0
tulu-2-13b,Tulu-2,USER,330683,0.5,C,3.61,3.557,-0.053,-0.203,0.8406,0
tulu-2-13b,Tulu-2,USER,330683,0.5,E,3.03,3.127,0.097,0.762,0.4529,0
tulu-2-13b,Tulu-2,USER,330683,0.5,A,3.723,3.753,0.03,0.141,0.8892,0
tulu-2-13b,Tulu-2,USER,330683,0.5,N,2.69,2.59,-0.1,-0.65,0.5211,0
tulu-2-13b,Tulu-2,USER,49868,0.01,O,3.64,3.623,-0.017,-0.059,0.9534,0
tulu-2-13b,Tulu-2,USER,49868,0.01,C,3.61,3.52,-0.09,-0.344,0.7333,0
tulu-2-13b,Tulu-2,USER,49868,0.01,E,3.03,3.073,0.043,0.324,0.7489,0
tulu-2-13b,Tulu-2,USER,49868,0.01,A,3.723,3.65,-0.073,-0.357,0.7234,0
tulu-2-13b,Tulu-2,USER,49868,0.01,N,2.69,2.61,-0.08,-0.517,0.6094,0
tulu-2-13b,Tulu-2,USER,49868,0.1,O,3.64,3.65,0.01,0.036,0.9714,0
tulu-2-13b,Tulu-2,USER,49868,0.1,C,3.61,3.583,-0.027,-0.106,0.9167,0
tulu-2-13b,Tulu-2,USER,49868,0.1,E,3.03,3.11,0.08,0.572,0.5727,0
tulu-2-13b,Tulu-2,USER,49868,0.1,A,3.723,3.737,0.013,0.066,0.948,0
tulu-2-13b,Tulu-2,USER,49868,0.1,N,2.69,2.61,-0.08,-0.556,0.5828,0
tulu-2-13b,Tulu-2,USER,49868,0.5,O,3.64,3.59,-0.05,-0.179,0.8591,0
tulu-2-13b,Tulu-2,USER,49868,0.5,C,3.61,3.527,-0.083,-0.328,0.7454,0
tulu-2-13b,Tulu-2,USER,49868,0.5,E,3.03,3.087,0.057,0.458,0.6509,0
tulu-2-13b,Tulu-2,USER,49868,0.5,A,3.723,3.657,-0.067,-0.334,0.741,0
tulu-2-13b,Tulu-2,USER,49868,0.5,N,2.69,2.643,-0.047,-0.331,0.743,0
tulu-2-13b,Tulu-2,USER,5111,0.01,O,3.64,3.883,0.243,0.904,0.3735,0
tulu-2-13b,Tulu-2,USER,5111,0.01,C,3.61,3.837,0.227,0.821,0.4187,0
tulu-2-13b,Tulu-2,USER,5111,0.01,E,3.03,3.473,0.443,2.773,0.011,1
tulu-2-13b,Tulu-2,USER,5111,0.01,A,3.723,4.037,0.313,1.462,0.1551,0
tulu-2-13b,Tulu-2,USER,5111,0.01,N,2.69,2.36,-0.33,-1.976,0.0586,0
tulu-2-13b,Tulu-2,USER,5111,0.1,O,3.64,3.767,0.127,0.455,0.6524,0
tulu-2-13b,Tulu-2,USER,5111,0.1,C,3.61,3.783,0.173,0.646,0.5233,0
tulu-2-13b,Tulu-2,USER,5111,0.1,E,3.03,3.25,0.22,1.632,0.1149,0
tulu-2-13b,Tulu-2,USER,5111,0.1,A,3.723,3.873,0.15,0.74,0.4656,0
tulu-2-13b,Tulu-2,USER,5111,0.1,N,2.69,2.533,-0.157,-0.948,0.3516,0
tulu-2-13b,Tulu-2,USER,5111,0.5,O,3.64,3.687,0.047,0.172,0.8649,0
tulu-2-13b,Tulu-2,USER,5111,0.5,C,3.61,3.64,0.03,0.122,0.9037,0
tulu-2-13b,Tulu-2,USER,5111,0.5,E,3.03,3.12,0.09,0.654,0.5191,0
tulu-2-13b,Tulu-2,USER,5111,0.5,A,3.723,3.773,0.05,0.251,0.804,0
tulu-2-13b,Tulu-2,USER,5111,0.5,N,2.69,2.577,-0.113,-0.79,0.436,0
tulu-2-13b,Tulu-2,USER,51548,0.01,O,3.64,3.647,0.007,0.024,0.9813,0
tulu-2-13b,Tulu-2,USER,51548,0.01,C,3.61,3.607,-0.003,-0.013,0.9896,0
tulu-2-13b,Tulu-2,USER,51548,0.01,E,3.03,3.147,0.117,0.867,0.3938,0
tulu-2-13b,Tulu-2,USER,51548,0.01,A,3.723,3.72,-0.003,-0.016,0.9873,0
tulu-2-13b,Tulu-2,USER,51548,0.01,N,2.69,2.607,-0.083,-0.567,0.5753,0
tulu-2-13b,Tulu-2,USER,51548,0.1,O,3.64,3.653,0.013,0.047,0.9627,0
tulu-2-13b,Tulu-2,USER,51548,0.1,C,3.61,3.603,-0.007,-0.025,0.98,0
tulu-2-13b,Tulu-2,USER,51548,0.1,E,3.03,3.173,0.143,1.072,0.2935,0
tulu-2-13b,Tulu-2,USER,51548,0.1,A,3.723,3.76,0.037,0.171,0.8653,0
tulu-2-13b,Tulu-2,USER,51548,0.1,N,2.69,2.563,-0.127,-0.85,0.4025,0
tulu-2-13b,Tulu-2,USER,51548,0.5,O,3.64,3.607,-0.033,-0.12,0.9056,0
tulu-2-13b,Tulu-2,USER,51548,0.5,C,3.61,3.523,-0.087,-0.33,0.7437,0
tulu-2-13b,Tulu-2,USER,51548,0.5,E,3.03,3.07,0.04,0.375,0.7103,0
tulu-2-13b,Tulu-2,USER,51548,0.5,A,3.723,3.653,-0.07,-0.33,0.7442,0
tulu-2-13b,Tulu-2,USER,51548,0.5,N,2.69,2.697,0.007,0.045,0.9648,0
tulu-2-13b,Tulu-2,USER,58006,0.01,O,3.64,3.693,0.053,0.189,0.8513,0
tulu-2-13b,Tulu-2,USER,58006,0.01,C,3.61,3.647,0.037,0.137,0.8919,0
tulu-2-13b,Tulu-2,USER,58006,0.01,E,3.03,3.097,0.067,0.522,0.606,0
tulu-2-13b,Tulu-2,USER,58006,0.01,A,3.723,3.75,0.027,0.13,0.8975,0
tulu-2-13b,Tulu-2,USER,58006,0.01,N,2.69,2.573,-0.117,-0.712,0.4826,0
tulu-2-13b,Tulu-2,USER,58006,0.1,O,3.64,3.663,0.023,0.083,0.9342,0
tulu-2-13b,Tulu-2,USER,58006,0.1,C,3.61,3.63,0.02,0.077,0.9389,0
tulu-2-13b,Tulu-2,USER,58006,0.1,E,3.03,3.097,0.067,0.551,0.5861,0
tulu-2-13b,Tulu-2,USER,58006,0.1,A,3.723,3.727,0.003,0.015,0.9878,0
tulu-2-13b,Tulu-2,USER,58006,0.1,N,2.69,2.567,-0.123,-0.826,0.4158,0
tulu-2-13b,Tulu-2,USER,58006,0.5,O,3.64,3.663,0.023,0.083,0.9344,0
tulu-2-13b,Tulu-2,USER,58006,0.5,C,3.61,3.597,-0.013,-0.051,0.96,0
tulu-2-13b,Tulu-2,USER,58006,0.5,E,3.03,3.127,0.097,0.775,0.4452,0
tulu-2-13b,Tulu-2,USER,58006,0.5,A,3.723,3.757,0.033,0.157,0.8765,0
tulu-2-13b,Tulu-2,USER,58006,0.5,N,2.69,2.67,-0.02,-0.136,0.8931,0
tulu-2-13b,Tulu-2,USER,70903,0.01,O,3.64,3.847,0.207,0.738,0.4668,0
tulu-2-13b,Tulu-2,USER,70903,0.01,C,3.61,3.687,0.077,0.299,0.7673,0
tulu-2-13b,Tulu-2,USER,70903,0.01,E,3.03,3.29,0.26,1.627,0.1178,0
tulu-2-13b,Tulu-2,USER,70903,0.01,A,3.723,3.953,0.23,1.027,0.3134,0
tulu-2-13b,Tulu-2,USER,70903,0.01,N,2.69,2.603,-0.087,-0.554,0.5837,0
tulu-2-13b,Tulu-2,USER,70903,0.1,O,3.64,3.743,0.103,0.373,0.7119,0
tulu-2-13b,Tulu-2,USER,70903,0.1,C,3.61,3.617,0.007,0.027,0.979,0
tulu-2-13b,Tulu-2,USER,70903,0.1,E,3.03,3.117,0.087,0.69,0.4962,0
tulu-2-13b,Tulu-2,USER,70903,0.1,A,3.723,3.8,0.077,0.384,0.7038,0
tulu-2-13b,Tulu-2,USER,70903,0.1,N,2.69,2.607,-0.083,-0.55,0.5865,0
tulu-2-13b,Tulu-2,USER,70903,0.5,O,3.64,3.677,0.037,0.133,0.8955,0
tulu-2-13b,Tulu-2,USER,70903,0.5,C,3.61,3.573,-0.037,-0.145,0.8854,0
tulu-2-13b,Tulu-2,USER,70903,0.5,E,3.03,3.107,0.077,0.576,0.5693,0
tulu-2-13b,Tulu-2,USER,70903,0.5,A,3.723,3.683,-0.04,-0.192,0.8494,0
tulu-2-13b,Tulu-2,USER,70903,0.5,N,2.69,2.617,-0.073,-0.536,0.596,0
tulu-2-13b,Tulu-2,USER,84403,0.01,O,3.64,3.86,0.22,0.793,0.4342,0
tulu-2-13b,Tulu-2,USER,84403,0.01,C,3.61,3.883,0.273,1.048,0.3037,0
tulu-2-13b,Tulu-2,USER,84403,0.01,E,3.03,3.427,0.397,2.599,0.016,1
tulu-2-13b,Tulu-2,USER,84403,0.01,A,3.723,4.02,0.297,1.397,0.1735,0
tulu-2-13b,Tulu-2,USER,84403,0.01,N,2.69,2.473,-0.217,-1.388,0.1762,0
tulu-2-13b,Tulu-2,USER,84403,0.1,O,3.64,3.727,0.087,0.317,0.7539,0
tulu-2-13b,Tulu-2,USER,84403,0.1,C,3.61,3.7,0.09,0.338,0.7376,0
tulu-2-13b,Tulu-2,USER,84403,0.1,E,3.03,3.143,0.113,0.885,0.3841,0
tulu-2-13b,Tulu-2,USER,84403,0.1,A,3.723,3.757,0.033,0.167,0.8687,0
tulu-2-13b,Tulu-2,USER,84403,0.1,N,2.69,2.587,-0.103,-0.684,0.4999,0
tulu-2-13b,Tulu-2,USER,84403,0.5,O,3.64,3.643,0.003,0.012,0.9907,0
tulu-2-13b,Tulu-2,USER,84403,0.5,C,3.61,3.593,-0.017,-0.064,0.9494,0
tulu-2-13b,Tulu-2,USER,84403,0.5,E,3.03,3.077,0.047,0.378,0.708,0
tulu-2-13b,Tulu-2,USER,84403,0.5,A,3.723,3.673,-0.05,-0.249,0.805,0
tulu-2-13b,Tulu-2,USER,84403,0.5,N,2.69,2.6,-0.09,-0.633,0.5319,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.01,O,3.15,3.317,0.167,2.058,0.0531,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.01,C,3.427,3.407,-0.02,-0.171,0.8652,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.01,E,3.33,3.607,0.277,2.52,0.018,1
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.01,A,3.47,3.717,0.247,1.904,0.0678,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.01,N,2.82,2.383,-0.437,-5.933,0.0,1
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.1,O,3.15,3.267,0.117,1.738,0.0959,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.1,C,3.427,3.507,0.08,0.853,0.401,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.1,E,3.33,3.5,0.17,1.477,0.1509,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.1,A,3.47,3.51,0.04,0.335,0.7403,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.1,N,2.82,2.58,-0.24,-2.679,0.0132,1
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.5,O,3.15,3.253,0.103,1.642,0.1136,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.5,C,3.427,3.493,0.067,0.714,0.4812,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.5,E,3.33,3.47,0.14,1.176,0.2496,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.5,A,3.47,3.47,0.0,0.0,1.0,0
vicuna-7b-v1.5,Vicuna,AGENT_HIGH,,0.5,N,2.82,2.683,-0.137,-1.345,0.1926,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.01,O,3.15,3.127,-0.023,-0.457,0.6515,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.01,C,3.427,3.217,-0.21,-2.307,0.0295,1
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.01,E,3.33,3.25,-0.08,-0.797,0.4337,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.01,A,3.47,3.32,-0.15,-1.478,0.1515,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.01,N,2.82,2.793,-0.027,-0.259,0.7983,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.1,O,3.15,3.123,-0.027,-0.495,0.6247,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.1,C,3.427,3.203,-0.223,-2.325,0.0278,1
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.1,E,3.33,3.287,-0.043,-0.371,0.7138,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.1,A,3.47,3.263,-0.207,-1.994,0.0565,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.1,N,2.82,2.89,0.07,0.741,0.4663,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.5,O,3.15,3.127,-0.023,-0.476,0.6376,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.5,C,3.427,3.227,-0.2,-2.108,0.0445,1
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.5,E,3.33,3.333,0.003,0.029,0.9772,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.5,A,3.47,3.273,-0.197,-1.927,0.0649,0
vicuna-7b-v1.5,Vicuna,AGENT_LOW,,0.5,N,2.82,2.857,0.037,0.422,0.6765,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.01,O,3.15,3.163,0.013,0.262,0.7951,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.01,C,3.427,3.363,-0.063,-0.643,0.5255,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.01,E,3.33,3.38,0.05,0.43,0.6708,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.01,A,3.47,3.383,-0.087,-0.767,0.4492,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.01,N,2.82,2.88,0.06,0.673,0.5075,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.1,O,3.15,3.177,0.027,0.51,0.6142,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.1,C,3.427,3.363,-0.063,-0.639,0.5281,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.1,E,3.33,3.343,0.013,0.109,0.9142,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.1,A,3.47,3.423,-0.047,-0.429,0.6715,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.1,N,2.82,2.87,0.05,0.507,0.6172,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.5,O,3.15,3.177,0.027,0.358,0.7237,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.5,C,3.427,3.453,0.027,0.224,0.8243,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.5,E,3.33,3.327,-0.003,-0.028,0.9782,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.5,A,3.47,3.45,-0.02,-0.172,0.8644,0
vicuna-7b-v1.5,Vicuna,USER,109852,0.5,N,2.82,2.833,0.013,0.189,0.8519,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.01,O,3.15,3.267,0.117,1.534,0.1402,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.01,C,3.427,3.51,0.083,0.886,0.3834,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.01,E,3.33,3.5,0.17,1.516,0.1409,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.01,A,3.47,3.593,0.123,0.944,0.3538,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.01,N,2.82,2.537,-0.283,-2.949,0.0073,1
vicuna-7b-v1.5,Vicuna,USER,134055,0.1,O,3.15,3.2,0.05,0.818,0.4212,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.1,C,3.427,3.463,0.037,0.381,0.7059,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.1,E,3.33,3.48,0.15,1.236,0.2267,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.1,A,3.47,3.59,0.12,0.918,0.3668,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.1,N,2.82,2.633,-0.187,-1.887,0.0724,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.5,O,3.15,3.17,0.02,0.409,0.6859,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.5,C,3.427,3.413,-0.013,-0.142,0.8884,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.5,E,3.33,3.317,-0.013,-0.126,0.9004,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.5,A,3.47,3.433,-0.037,-0.326,0.7469,0
vicuna-7b-v1.5,Vicuna,USER,134055,0.5,N,2.82,2.833,0.013,0.196,0.8462,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.01,O,3.15,3.257,0.107,1.358,0.1895,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.01,C,3.427,3.473,0.047,0.488,0.6296,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.01,E,3.33,3.53,0.2,1.863,0.0737,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.01,A,3.47,3.59,0.12,1.001,0.3255,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.01,N,2.82,2.517,-0.303,-2.906,0.0084,1
vicuna-7b-v1.5,Vicuna,USER,210570,0.1,O,3.15,3.237,0.087,1.411,0.171,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.1,C,3.427,3.53,0.103,1.029,0.3124,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.1,E,3.33,3.467,0.137,1.198,0.2411,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.1,A,3.47,3.497,0.027,0.223,0.8248,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.1,N,2.82,2.66,-0.16,-1.687,0.1052,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.5,O,3.15,3.16,0.01,0.211,0.8342,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.5,C,3.427,3.467,0.04,0.41,0.6848,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.5,E,3.33,3.343,0.013,0.12,0.9051,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.5,A,3.47,3.39,-0.08,-0.744,0.4629,0
vicuna-7b-v1.5,Vicuna,USER,210570,0.5,N,2.82,2.783,-0.037,-0.404,0.69,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.01,O,3.15,3.193,0.043,0.581,0.5673,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.01,C,3.427,3.35,-0.077,-0.691,0.4953,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.01,E,3.33,3.42,0.09,0.704,0.4875,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.01,A,3.47,3.403,-0.067,-0.569,0.5737,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.01,N,2.82,2.757,-0.063,-0.831,0.4133,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.1,O,3.15,3.173,0.023,0.476,0.638,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.1,C,3.427,3.357,-0.07,-0.661,0.514,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.1,E,3.33,3.347,0.017,0.136,0.8927,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.1,A,3.47,3.4,-0.07,-0.629,0.5344,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.1,N,2.82,2.783,-0.037,-0.557,0.5823,0
vicuna-7b-v1.5,Vicuna,USER,21330,0.5,O,3.15,3.12,-0.03,-0.685,0.499,0
